Tiempo UTC-4,Registros validados
17-05-2019,20
18-05-2019,30
19-05-2019,36
20-05-2019,41
21-05-2019,32
22-05-2019,26
23-05-2019,26
24-05-2019,32
25-05-2019,19
26-05-2019,10
27-05-2019,10
28-05-2019,16
29-05-2019,25
30-05-2019,25
31-05-2019,25
01-06-2019,30
02-06-2019,22
03-06-2019,23
04-06-2019,32
05-06-2019,37
06-06-2019,35
07-06-2019,23
08-06-2019,17
09-06-2019,21
10-06-2019,12
11-06-2019,11
12-06-2019,13
13-06-2019,14
14-06-2019,15
15-06-2019,24
16-06-2019,23
17-06-2019,45
18-06-2019,67
19-06-2019,21
20-06-2019,24
21-06-2019,19
22-06-2019,27
23-06-2019,28
24-06-2019,16
25-06-2019,16
26-06-2019,13
27-06-2019,18
28-06-2019,27
29-06-2019,25
30-06-2019,26
01-07-2019,26
02-07-2019,38
03-07-2019,28
04-07-2019,25
05-07-2019,27
06-07-2019,25
07-07-2019,32
08-07-2019,26
09-07-2019,29
10-07-2019,32
11-07-2019,35
12-07-2019,35
13-07-2019,33
14-07-2019,35
15-07-2019,33
16-07-2019,40
17-07-2019,25
18-07-2019,22
19-07-2019,26
20-07-2019,23
21-07-2019,27
22-07-2019,34
23-07-2019,33
24-07-2019,29
25-07-2019,25
26-07-2019,38
27-07-2019,34
28-07-2019,29
29-07-2019,43
30-07-2019,40
31-07-2019,37
01-08-2019,47
02-08-2019,44
03-08-2019,44
04-08-2019,28
05-08-2019,37
06-08-2019,38
07-08-2019,38
08-08-2019,35
09-08-2019,37
10-08-2019,52
11-08-2019,46
12-08-2019,39
13-08-2019,37
14-08-2019,38
15-08-2019,38
16-08-2019,35
17-08-2019,37
18-08-2019,18
19-08-2019,18
20-08-2019,18
21-08-2019,18
22-08-2019,18
23-08-2019,18
24-08-2019,40
25-08-2019,56
26-08-2019,54
27-08-2019,48
28-08-2019,44
29-08-2019,24
30-08-2019,21
31-08-2019,33
01-09-2019,32
02-09-2019,26
03-09-2019,10
04-09-2019,10
05-09-2019,12
06-09-2019,17
07-09-2019,16
08-09-2019,16
09-09-2019,15
10-09-2019,11
11-09-2019,16
12-09-2019,26
13-09-2019,24
14-09-2019,32
15-09-2019,25
16-09-2019,27
17-09-2019,18
18-09-2019,20
19-09-2019,24
20-09-2019,26
21-09-2019,28
22-09-2019,27
23-09-2019,22
24-09-2019,30
25-09-2019,27
26-09-2019,29
27-09-2019,31
28-09-2019,36
29-09-2019,30
30-09-2019,23
01-10-2019,23
02-10-2019,26
03-10-2019,28
04-10-2019,28
05-10-2019,32
06-10-2019,29
07-10-2019,23
08-10-2019,21
09-10-2019,14
10-10-2019,12
11-10-2019,16
12-10-2019,29
13-10-2019,24
14-10-2019,27
15-10-2019,22
16-10-2019,26
17-10-2019,16
18-10-2019,14
19-10-2019,12
20-10-2019,14
21-10-2019,16
22-10-2019,36
23-10-2019,28
24-10-2019,25
25-10-2019,26
26-10-2019,18
27-10-2019,13
28-10-2019,21
29-10-2019,28
30-10-2019,38
31-10-2019,28
01-11-2019,22
02-11-2019,31
03-11-2019,26
04-11-2019,20
05-11-2019,24
06-11-2019,30
07-11-2019,16
08-11-2019,14
09-11-2019,33
10-11-2019,31
11-11-2019,28
12-11-2019,32
13-11-2019,28
14-11-2019,18
15-11-2019,22
16-11-2019,21
17-11-2019,31
18-11-2019,32
19-11-2019,34
20-11-2019,38
21-11-2019,37
22-11-2019,45
23-11-2019,28
24-11-2019,17
25-11-2019,27
26-11-2019,43
27-11-2019,30
28-11-2019,39
29-11-2019,40
30-11-2019,33
01-12-2019,32
02-12-2019,31
03-12-2019,18
04-12-2019,9
05-12-2019,12
06-12-2019,24
07-12-2019,23
08-12-2019,28
09-12-2019,41
10-12-2019,35
11-12-2019,31
12-12-2019,23
13-12-2019,24
14-12-2019,32
15-12-2019,31
16-12-2019,28
17-12-2019,25
18-12-2019,20
19-12-2019,32
20-12-2019,30
21-12-2019,21
22-12-2019,19
23-12-2019,48
24-12-2019,44
25-12-2019,41
26-12-2019,34
27-12-2019,14
28-12-2019,22
29-12-2019,30
30-12-2019,43
31-12-2019,30
01-01-2020,19
02-01-2020,15
03-01-2020,11
04-01-2020,27
05-01-2020,15
06-01-2020,22
07-01-2020,35
08-01-2020,42
09-01-2020,48
10-01-2020,40
11-01-2020,24
12-01-2020,13
13-01-2020,22
14-01-2020,33
15-01-2020,48
16-01-2020,48
17-01-2020,38
18-01-2020,45
19-01-2020,60
20-01-2020,50
21-01-2020,40
22-01-2020,41
23-01-2020,33
24-01-2020,16
25-01-2020,31
26-01-2020,38
27-01-2020,37
28-01-2020,15
29-01-2020,30
30-01-2020,28
31-01-2020,27
01-02-2020,43
02-02-2020,38
03-02-2020,29
04-02-2020,25
05-02-2020,34
06-02-2020,37
07-02-2020,30
08-02-2020,36
09-02-2020,32
10-02-2020,41
11-02-2020,48
12-02-2020,49
13-02-2020,50
14-02-2020,41
15-02-2020,52
16-02-2020,52
17-02-2020,41
18-02-2020,29
19-02-2020,37
20-02-2020,20
21-02-2020,27
22-02-2020,37
23-02-2020,43
24-02-2020,30
25-02-2020,23
26-02-2020,29
27-02-2020,36
28-02-2020,35
29-02-2020,31
01-03-2020,31
02-03-2020,29
03-03-2020,32
04-03-2020,47
05-03-2020,40
06-03-2020,29
07-03-2020,36
08-03-2020,29
09-03-2020,32
10-03-2020,47
11-03-2020,42
12-03-2020,34
13-03-2020,40
14-03-2020,38
15-03-2020,49
16-03-2020,66
17-03-2020,42
18-03-2020,23
19-03-2020,44
20-03-2020,37
21-03-2020,36
22-03-2020,26
23-03-2020,25
24-03-2020,35
25-03-2020,20
26-03-2020,17
27-03-2020,26
28-03-2020,37
29-03-2020,38
30-03-2020,42
31-03-2020,46
01-04-2020,72
02-04-2020,13
03-04-2020,87
04-04-2020,24
05-04-2020,65
06-04-2020,42
07-04-2020,29
08-04-2020,18
09-04-2020,37
10-04-2020,11
11-04-2020,34
12-04-2020,54
13-04-2020,44
14-04-2020,36
15-04-2020,42
16-04-2020,15
17-04-2020,17
18-04-2020,27
19-04-2020,22
20-04-2020,17
21-04-2020,13
22-04-2020,15
23-04-2020,15
24-04-2020,20
25-04-2020,35
26-04-2020,39
27-04-2020,40
28-04-2020,26
29-04-2020,24
30-04-2020,23
01-05-2020,33
02-05-2020,32
03-05-2020,43
04-05-2020,40
05-05-2020,45
06-05-2020,51
07-05-2020,50
08-05-2020,37
09-05-2020,28
10-05-2020,36
11-05-2020,37
12-05-2020,34
13-05-2020,28
14-05-2020,27
15-05-2020,25
16-05-2020,37
17-05-2020,24
18-05-2020,32
19-05-2020,42
20-05-2020,51
21-05-2020,46
22-05-2020,54
23-05-2020,33
24-05-2020,36
25-05-2020,37
26-05-2020,38
27-05-2020,27
28-05-2020,23
29-05-2020,24
30-05-2020,31
31-05-2020,33
01-06-2020,33
02-06-2020,43
03-06-2020,27
04-06-2020,29
05-06-2020,40
06-06-2020,20
07-06-2020,30
08-06-2020,39
09-06-2020,40
10-06-2020,35
11-06-2020,34
12-06-2020,39
13-06-2020,33
14-06-2020,33
15-06-2020,26
16-06-2020,42
17-06-2020,40
18-06-2020,40
19-06-2020,51
20-06-2020,47
21-06-2020,46
22-06-2020,55
23-06-2020,43
24-06-2020,36
25-06-2020,26
26-06-2020,36
27-06-2020,44
28-06-2020,45
29-06-2020,39
30-06-2020,38
01-07-2020,36
02-07-2020,52
03-07-2020,60
04-07-2020,51
05-07-2020,41
06-07-2020,46
07-07-2020,42
08-07-2020,32
09-07-2020,37
10-07-2020,37
11-07-2020,34
12-07-2020,43
13-07-2020,45
14-07-2020,21
15-07-2020,29
16-07-2020,34
17-07-2020,21
18-07-2020,26
19-07-2020,18
20-07-2020,30
21-07-2020,38
22-07-2020,41
23-07-2020,31
24-07-2020,38
25-07-2020,46
26-07-2020,43
27-07-2020,39
28-07-2020,52
29-07-2020,54
30-07-2020,48
31-07-2020,48
01-08-2020,49
02-08-2020,52
03-08-2020,38
04-08-2020,53
05-08-2020,52
06-08-2020,33
07-08-2020,36
08-08-2020,43
09-08-2020,41
10-08-2020,42
11-08-2020,46
12-08-2020,38
13-08-2020,21
14-08-2020,15
15-08-2020,25
16-08-2020,22
17-08-2020,25
18-08-2020,61
19-08-2020,55
20-08-2020,25
21-08-2020,37
22-08-2020,49
23-08-2020,48
24-08-2020,41
25-08-2020,42
26-08-2020,62
27-08-2020,48
28-08-2020,34
29-08-2020,48
30-08-2020,53
31-08-2020,57
01-09-2020,53
02-09-2020,57
03-09-2020,49
04-09-2020,45
05-09-2020,42
06-09-2020,33
07-09-2020,29
08-09-2020,31
09-09-2020,46
10-09-2020,49
11-09-2020,58
12-09-2020,47
13-09-2020,50
14-09-2020,43
15-09-2020,58
16-09-2020,40
17-09-2020,22
18-09-2020,34
19-09-2020,27
20-09-2020,37
21-09-2020,38
22-09-2020,48
23-09-2020,48
24-09-2020,48
25-09-2020,44
26-09-2020,43
27-09-2020,41
28-09-2020,50
29-09-2020,38
30-09-2020,25
01-10-2020,28
02-10-2020,29
03-10-2020,39
04-10-2020,41
05-10-2020,22
06-10-2020,40
07-10-2020,22
08-10-2020,13
09-10-2020,16
10-10-2020,9
11-10-2020,8
12-10-2020,5
13-10-2020,10
14-10-2020,27
15-10-2020,30
16-10-2020,39
17-10-2020,33
18-10-2020,35
19-10-2020,37
20-10-2020,40
21-10-2020,28
22-10-2020,26
23-10-2020,30
24-10-2020,20
25-10-2020,16
26-10-2020,17
27-10-2020,24
28-10-2020,27
29-10-2020,32
30-10-2020,33
31-10-2020,42
01-11-2020,35
02-11-2020,36
03-11-2020,11
04-11-2020,24
05-11-2020,26
06-11-2020,30
07-11-2020,44
08-11-2020,38
09-11-2020,34
10-11-2020,31
11-11-2020,40
12-11-2020,41
13-11-2020,29
14-11-2020,17
15-11-2020,36
16-11-2020,40
17-11-2020,38
18-11-2020,37
19-11-2020,30
20-11-2020,18
21-11-2020,37
22-11-2020,36
23-11-2020,34
24-11-2020,34
25-11-2020,30
26-11-2020,29
27-11-2020,40
28-11-2020,46
29-11-2020,42
30-11-2020,31
01-12-2020,21
02-12-2020,42
03-12-2020,39
04-12-2020,39
05-12-2020,35
06-12-2020,38
07-12-2020,28
08-12-2020,14
09-12-2020,22
10-12-2020,27
11-12-2020,40
12-12-2020,38
13-12-2020,26
14-12-2020,32
15-12-2020,37
16-12-2020,39
17-12-2020,31
18-12-2020,40
19-12-2020,39
20-12-2020,33
21-12-2020,27
22-12-2020,15
23-12-2020,23
24-12-2020,25
25-12-2020,30
26-12-2020,16
27-12-2020,18
28-12-2020,31
29-12-2020,34
30-12-2020,29
31-12-2020,21
01-01-2021,45
02-01-2021,36
03-01-2021,36
04-01-2021,27
05-01-2021,32
06-01-2021,16
07-01-2021,18
08-01-2021,31
09-01-2021,36
10-01-2021,43
11-01-2021,44
12-01-2021,43
13-01-2021,45
14-01-2021,65
15-01-2021,25
16-01-2021,32
17-01-2021,34
18-01-2021,23
19-01-2021,21
20-01-2021,23
21-01-2021,20
22-01-2021,28
23-01-2021,30
24-01-2021,18
25-01-2021,23
26-01-2021,30
27-01-2021,28
28-01-2021,33
29-01-2021,35
30-01-2021,30
31-01-2021,33
01-02-2021,35
02-02-2021,32
03-02-2021,34
04-02-2021,26
05-02-2021,28
06-02-2021,33
07-02-2021,35
08-02-2021,30
09-02-2021,33
10-02-2021,35
11-02-2021,32
12-02-2021,34
13-02-2021,26
14-02-2021,23
15-02-2021,13
16-02-2021,32
17-02-2021,20
18-02-2021,20
19-02-2021,13
20-02-2021,19
21-02-2021,46
22-02-2021,72
23-02-2021,13
24-02-2021,87
25-02-2021,24
26-02-2021,65
27-02-2021,42
28-02-2021,29
01-03-2021,18
02-03-2021,37
03-03-2021,11
04-03-2021,34
05-03-2021,54
06-03-2021,44
07-03-2021,36
08-03-2021,42
09-03-2021,15
10-03-2021,17
11-03-2021,27
12-03-2021,22
13-03-2021,17
14-03-2021,13
15-03-2021,15
16-03-2021,15
17-03-2021,20
18-03-2021,35
19-03-2021,39
20-03-2021,40
21-03-2021,26
22-03-2021,24
23-03-2021,23
24-03-2021,33
25-03-2021,32
26-03-2021,43
27-03-2021,40
28-03-2021,45
29-03-2021,51
30-03-2021,50
31-03-2021,37
01-04-2021,28
02-04-2021,36
03-04-2021,37
04-04-2021,34
05-04-2021,28
06-04-2021,27
07-04-2021,25
08-04-2021,37
09-04-2021,24
10-04-2021,32
11-04-2021,42
12-04-2021,51
13-04-2021,46
14-04-2021,54
15-04-2021,33
16-04-2021,36
17-04-2021,37
18-04-2021,38
19-04-2021,27
20-04-2021,23
21-04-2021,24
22-04-2021,31
23-04-2021,33
24-04-2021,33
25-04-2021,43
26-04-2021,27
27-04-2021,29
28-04-2021,40
29-04-2021,20
30-04-2021,30
01-05-2021,39
02-05-2021,40
03-05-2021,35
04-05-2021,34
05-05-2021,39
06-05-2021,33
07-05-2021,33
08-05-2021,26
09-05-2021,42
10-05-2021,40
11-05-2021,40
12-05-2021,51
13-05-2021,47
14-05-2021,46
15-05-2021,55
16-05-2021,43
17-05-2021,36
18-05-2021,26
19-05-2021,36
20-05-2021,44
21-05-2021,45
22-05-2021,39
23-05-2021,38
24-05-2021,36
25-05-2021,52
26-05-2021,60
27-05-2021,51
28-05-2021,41
29-05-2021,46
30-05-2021,42
31-05-2021,32
01-06-2021,37
02-06-2021,37
03-06-2021,34
04-06-2021,43
05-06-2021,45
06-06-2021,21
07-06-2021,29
08-06-2021,34
09-06-2021,21
10-06-2021,26
11-06-2021,18
12-06-2021,30
13-06-2021,38
14-06-2021,41
15-06-2021,31
16-06-2021,38
17-06-2021,46
18-06-2021,43
19-06-2021,39
20-06-2021,52
21-06-2021,54
22-06-2021,48
23-06-2021,48
24-06-2021,49
25-06-2021,52
26-06-2021,38
27-06-2021,53
28-06-2021,52
29-06-2021,33
30-06-2021,36
01-07-2021,43
02-07-2021,41
03-07-2021,42
04-07-2021,46
05-07-2021,38
06-07-2021,21
07-07-2021,15
08-07-2021,25
09-07-2021,22
10-07-2021,25
11-07-2021,61
12-07-2021,55
13-07-2021,25
14-07-2021,37
15-07-2021,49
16-07-2021,48
17-07-2021,41
18-07-2021,42
19-07-2021,62
20-07-2021,48
21-07-2021,34
22-07-2021,48
23-07-2021,53
24-07-2021,57
25-07-2021,53
26-07-2021,57
27-07-2021,49
28-07-2021,45
29-07-2021,42
30-07-2021,33
31-07-2021,29
01-08-2021,31
02-08-2021,46
03-08-2021,49
04-08-2021,58
05-08-2021,47
06-08-2021,50
07-08-2021,43
08-08-2021,58
09-08-2021,40
10-08-2021,22
11-08-2021,34
12-08-2021,27
13-08-2021,37
14-08-2021,38
15-08-2021,48
16-08-2021,48
17-08-2021,48
18-08-2021,44
19-08-2021,43
20-08-2021,41
21-08-2021,50
22-08-2021,38
23-08-2021,25
24-08-2021,28
25-08-2021,29
26-08-2021,39
27-08-2021,41
28-08-2021,22
29-08-2021,40
30-08-2021,22
31-08-2021,13
01-09-2021,16
02-09-2021,9
03-09-2021,8
04-09-2021,5
05-09-2021,10
06-09-2021,27
07-09-2021,30
08-09-2021,39
09-09-2021,33
10-09-2021,35
11-09-2021,37
12-09-2021,40
13-09-2021,28
14-09-2021,26
15-09-2021,30
16-09-2021,20
17-09-2021,16
18-09-2021,17
19-09-2021,24
20-09-2021,27
21-09-2021,32
22-09-2021,33
23-09-2021,42
24-09-2021,35
25-09-2021,36
26-09-2021,11
27-09-2021,24
28-09-2021,26
29-09-2021,30
30-09-2021,44
01-10-2021,38
02-10-2021,34
03-10-2021,31
04-10-2021,40
05-10-2021,41
06-10-2021,29
07-10-2021,17
08-10-2021,36
09-10-2021,40
10-10-2021,38
11-10-2021,37
12-10-2021,30
13-10-2021,18
14-10-2021,37
15-10-2021,36
16-10-2021,34
17-10-2021,34
18-10-2021,30
19-10-2021,29
20-10-2021,40
21-10-2021,46
22-10-2021,42
23-10-2021,31
24-10-2021,21
25-10-2021,42
26-10-2021,39
27-10-2021,39
28-10-2021,35
29-10-2021,38
30-10-2021,28
31-10-2021,14
01-11-2021,22
02-11-2021,27
03-11-2021,40
04-11-2021,38
05-11-2021,26
06-11-2021,32
07-11-2021,37
08-11-2021,39
09-11-2021,31
10-11-2021,40
11-11-2021,39
12-11-2021,33
13-11-2021,27
14-11-2021,15
15-11-2021,23
16-11-2021,25
17-11-2021,30
18-11-2021,16
19-11-2021,18
20-11-2021,31
21-11-2021,34
22-11-2021,29
23-11-2021,21
24-11-2021,45
25-11-2021,36
26-11-2021,36
27-11-2021,27
28-11-2021,32
29-11-2021,16
30-11-2021,18
01-12-2021,31
02-12-2021,36
03-12-2021,43
04-12-2021,44
05-12-2021,43
06-12-2021,45
07-12-2021,65
08-12-2021,25
09-12-2021,32
10-12-2021,34
11-12-2021,23
12-12-2021,21
13-12-2021,23
14-12-2021,20
15-12-2021,28
16-12-2021,30
17-12-2021,18
18-12-2021,23
19-12-2021,30
20-12-2021,28
21-12-2021,33
22-12-2021,35
23-12-2021,30
24-12-2021,33
25-12-2021,35
26-12-2021,32
27-12-2021,34
28-12-2021,26
29-12-2021,28
30-12-2021,33
31-12-2021,35
01-01-2022,30
02-01-2022,33
03-01-2022,35
04-01-2022,32
05-01-2022,34
06-01-2022,26
07-01-2022,23
08-01-2022,13
09-01-2022,32
10-01-2022,20
11-01-2022,20
12-01-2022,13
13-01-2022,19
14-01-2022,46
15-01-2022,72
16-01-2022,13
17-01-2022,87
18-01-2022,24
19-01-2022,65
20-01-2022,42
21-01-2022,29
22-01-2022,18
23-01-2022,37
24-01-2022,11
25-01-2022,34
26-01-2022,54
27-01-2022,44
28-01-2022,36
29-01-2022,42
30-01-2022,15
31-01-2022,17
01-02-2022,27
02-02-2022,22
03-02-2022,17
04-02-2022,13
05-02-2022,15
06-02-2022,15
07-02-2022,20
08-02-2022,35
09-02-2022,39
10-02-2022,40
11-02-2022,26
12-02-2022,24
13-02-2022,23
14-02-2022,33
15-02-2022,32
16-02-2022,43
17-02-2022,40
18-02-2022,45
19-02-2022,51
20-02-2022,50
21-02-2022,37
22-02-2022,28
23-02-2022,36
24-02-2022,37
25-02-2022,34
26-02-2022,28
27-02-2022,27
28-02-2022,25
01-03-2022,37
02-03-2022,24
03-03-2022,32
04-03-2022,42
05-03-2022,51
06-03-2022,46
07-03-2022,54
08-03-2022,33
09-03-2022,36
10-03-2022,37
11-03-2022,38
12-03-2022,27
13-03-2022,23
14-03-2022,24
15-03-2022,31
16-03-2022,33
17-03-2022,33
18-03-2022,43
19-03-2022,27
20-03-2022,29
21-03-2022,40
22-03-2022,20
23-03-2022,30
24-03-2022,39
25-03-2022,40
26-03-2022,35
27-03-2022,34
28-03-2022,39
29-03-2022,33
30-03-2022,33
31-03-2022,26
